Index,SMU-1 Time (s),SMU-1 Resistance (Ω),SMU-1 Voltage (V),SMU-1 Current (A)
,0.023,679.3460549,0.499077827,0.000734644
,0.0232,679.4451859,0.499060363,0.000734512
,0.0234,679.9734481,0.499106884,0.000734009
,0.0236,680.0634523,0.499002218,0.000733758
,0.0238,680.4941391,0.499127239,0.000733478
,0.024,680.2948365,0.499031305,0.000733552
,0.0242,680.8536568,0.499069095,0.000733005
,0.0244,680.5492722,0.499147594,0.000733448
,0.0246,680.962982,0.498917907,0.000732665
,0.0248,681.1077203,0.499144673,0.000732842
,0.025,681.0570258,0.499037117,0.000732739
,0.0252,681.4926301,0.499034196,0.000732266
,0.0254,681.3988311,0.499066174,0.000732414
,0.0256,681.8411778,0.498946995,0.000731764
,0.0258,681.3820852,0.499124348,0.000732518
,0.026,681.8823614,0.499077827,0.000731912
,0.0262,681.9657528,0.499138862,0.000731912
,0.0264,682.1661002,0.498973161,0.000731454
,0.0266,682.4315728,0.499106884,0.000731365
,0.0268,682.2691256,0.499028385,0.000731425
,0.027,683.2019434,0.499074906,0.000730494
,0.0272,682.4840785,0.499054551,0.000731233
,0.0274,682.6967681,0.49904874,0.000730996
,0.0276,683.0602918,0.499112695,0.000730701
,0.0278,683.1205296,0.499025494,0.000730509
,0.028,682.9217654,0.499072015,0.000730789
,0.0282,683.2265736,0.498981863,0.000730331
,0.0284,683.3183484,0.499069095,0.000730361
,0.0286,683.2272537,0.499042928,0.00073042
,0.0288,683.5856446,0.49913305,0.000730169
,0.029,683.3916236,0.49909234,0.000730317
,0.0292,683.7084416,0.49897024,0.0007298
,0.0294,683.6713916,0.499205768,0.000730184
,0.0296,683.4959758,0.499057472,0.000730154
,0.0298,684.0855176,0.499103993,0.000729593
,0.03,684.1398951,0.499002218,0.000729386
,0.0302,684.4814772,0.499109805,0.000729179
,0.0304,684.3918256,0.499054551,0.000729194
,0.0306,684.278877,0.499042928,0.000729298
,0.0308,683.7669129,0.499083638,0.000729903
,0.031,684.3240628,0.499005139,0.000729194
,0.0312,684.7535741,0.499176681,0.000728987
,0.0314,684.6257342,0.499063283,0.000728958
,0.0316,684.7512751,0.499144673,0.000728943
,0.0318,684.4497162,0.499106884,0.000729209
,0.032,684.8179134,0.49905166,0.000728736
,0.0322,684.6541792,0.499144673,0.000729046
,0.0324,685.0437499,0.499013871,0.000728441
,0.0326,684.8918355,0.499115616,0.000728751
,0.0328,685.1390768,0.499022573,0.000728352
,0.033,685.0520117,0.499060363,0.0007285
,0.0332,684.8297111,0.499040008,0.000728707
,0.0334,685.3840671,0.49913016,0.000728249
,0.0336,685.1968353,0.499054551,0.000728338
,0.0338,685.3239767,0.499066174,0.000728219
,0.034,685.3700307,0.499109805,0.000728234
,0.0342,685.1710334,0.499045849,0.000728352
,0.0344,685.5053165,0.499147594,0.000728145
,0.0346,685.4049389,0.498993516,0.000728027
,0.0348,685.3701529,0.49913016,0.000728264
,0.035,685.4051942,0.499034196,0.000728086
,0.0352,686.0515235,0.49904874,0.000727422
,0.0354,685.3714787,0.499040008,0.000728131
,0.0356,685.9839015,0.499060363,0.00072751
,0.0358,685.6936926,0.49909234,0.000727865
,0.036,686.2025125,0.498996407,0.000727185
,0.0362,685.9284515,0.499101073,0.000727628
,0.0364,686.1525788,0.49897024,0.0007272
,0.0366,686.1176023,0.499127239,0.000727466
,0.0368,686.1254993,0.499112695,0.000727436
,0.037,686.4777824,0.499074906,0.000727008
,0.0372,685.7435053,0.499098182,0.000727821
,0.0374,686.5274754,0.499060363,0.000726934
,0.0376,686.2630106,0.499141783,0.000727333
,0.0378,686.6330145,0.499025494,0.000726772
,0.038,685.6339566,0.499069095,0.000727894
,0.0382,686.2004256,0.498984784,0.000727171
,0.0384,686.6770836,0.499077827,0.000726801
,0.0386,686.3323529,0.499080718,0.000727171
,0.0388,686.6926086,0.498987705,0.000726654
,0.039,686.7812976,0.499194145,0.00072686
,0.0392,686.9338513,0.498949885,0.000726343
,0.0394,686.7132085,0.499124348,0.000726831
,0.0396,686.5870212,0.499002218,0.000726787
,0.0398,686.5059879,0.499135971,0.000727067
,0.04,686.6725248,0.498952806,0.000726624
,0.0402,686.8406249,0.499095261,0.000726654
,0.0404,686.9701032,0.499037117,0.000726432
,0.0406,687.2115241,0.498999327,0.000726122
,0.0408,687.0979738,0.499069095,0.000726343
,0.041,687.3313341,0.498984784,0.000725974
,0.0412,687.0840409,0.49908945,0.000726388
,0.0414,687.0418032,0.498987705,0.000726284
,0.0416,687.1459705,0.499083638,0.000726314
,0.0418,687.367281,0.498990595,0.000725945
,0.042,687.1397231,0.499028385,0.00072624
,0.0422,687.1559868,0.499101073,0.000726329
,0.0424,687.2054874,0.498984784,0.000726107
,0.0426,687.261759,0.499086529,0.000726196
,0.0428,687.4154486,0.499045849,0.000725974
,0.043,687.3017141,0.499095261,0.000726166
,0.0432,687.2812941,0.498958617,0.000725989
,0.0434,687.8072715,0.499045849,0.000725561
,0.0436,687.8874086,0.499103993,0.000725561
,0.0438,687.6369997,0.498952806,0.000725605
,0.044,687.5914032,0.49909234,0.000725856
,0.0442,688.2995888,0.498955697,0.000724911
,0.0444,687.4514885,0.49909234,0.000726004
,0.0446,687.7688335,0.49888593,0.000725369
,0.0448,687.879399,0.499098182,0.000725561
,0.045,687.8111775,0.499028385,0.000725531
,0.0452,688.2595194,0.498987705,0.000724999
,0.0454,687.7092738,0.499066174,0.000725694
,0.0456,687.8490902,0.498984784,0.000725428
,0.0458,687.6154943,0.49913016,0.000725886
,0.046,687.8491885,0.499025494,0.000725487
,0.0462,688.0392313,0.498990595,0.000725236
,0.0464,688.5241799,0.499077827,0.000724852
,0.0466,688.069458,0.499103993,0.000725369
,0.0468,687.8832124,0.499040008,0.000725472
,0.047,687.9671601,0.498978972,0.000725295
,0.0472,687.9333003,0.499066174,0.000725457
,0.0474,688.4278763,0.498987705,0.000724822
,0.0476,687.9792461,0.499028385,0.000725354
,0.0478,688.013165,0.498981863,0.00072525
,0.048,688.5502228,0.499106884,0.000724866
,0.0482,687.8890916,0.498973161,0.000725369
,0.0484,688.353755,0.499025494,0.000724955
,0.0486,687.9693384,0.499072015,0.000725428
,0.0488,688.2174088,0.49896735,0.000725014
,0.049,688.1795238,0.49909234,0.000725236
,0.0492,688.4658729,0.498944074,0.000724719
,0.0494,688.1675159,0.499063283,0.000725206
,0.0496,688.175427,0.498987705,0.000725088
,0.0498,688.3377431,0.499095261,0.000725073
,0.05,688.425842,0.498976052,0.000724807
,0.0502,688.7506946,0.49904874,0.000724571
,0.0504,688.4299324,0.499060363,0.000724925
,0.0506,688.7967739,0.498909205,0.00072432
,0.0508,688.5883108,0.499144673,0.000724881
,0.051,688.6002123,0.498949885,0.000724586
,0.0512,688.8068795,0.49908945,0.000724571
,0.0514,688.6263043,0.498978972,0.000724601
,0.0516,688.8329133,0.498996407,0.000724408
,0.0518,688.4239518,0.499045849,0.000724911
,0.052,688.5000319,0.498999327,0.000724763
,0.0522,688.4821022,0.499098182,0.000724925
,0.0524,689.1220074,0.498880118,0.000723936
,0.0526,688.5542039,0.49908945,0.000724837
,0.0528,688.6744478,0.498952806,0.000724512
,0.053,688.4639874,0.499034196,0.000724852
,0.0532,688.6263043,0.498978972,0.000724601
,0.0534,689.3388986,0.498996407,0.000723877
,0.0536,688.8088085,0.498958617,0.000724379
,0.0538,688.8710658,0.498973161,0.000724335
,0.054,688.7647092,0.499028385,0.000724527
,0.0542,688.851004,0.498999327,0.000724394
,0.0544,688.9894268,0.49913016,0.000724438
,0.0546,689.3288765,0.498958617,0.000723832
,0.0548,688.8791034,0.499019682,0.000724394
,0.055,688.9031834,0.499077827,0.000724453
,0.0552,689.1018846,0.49892664,0.000724024
,0.0554,688.4699611,0.49900803,0.000724807
,0.0556,689.0958657,0.498952806,0.000724069
,0.0558,689.7508784,0.499121428,0.000723626
,0.056,689.5260511,0.498856872,0.000723478
,0.0562,689.1982552,0.499057472,0.000724113
,0.0564,688.9112109,0.498961538,0.000724276
,0.0566,689.3107377,0.499057472,0.000723995
,0.0568,688.9332442,0.499028385,0.000724349
,0.057,689.1279643,0.499016762,0.000724128
,0.0572,689.3468873,0.499022573,0.000723906
,0.0574,689.2142852,0.49904874,0.000724084
,0.0576,689.2283442,0.49908945,0.000724128
,0.0578,689.5740647,0.499013871,0.000723655
,0.058,689.4252322,0.499069095,0.000723892
,0.0582,689.3630496,0.498973161,0.000723818
,0.0584,689.594206,0.498987705,0.000723596
,0.0586,689.2162854,0.499080718,0.000724128
,0.0588,689.3911713,0.498993516,0.000723818
,0.059,689.3508566,0.499066174,0.000723965
,0.0592,689.4334062,0.498973161,0.000723744
,0.0594,689.0978699,0.499025494,0.000724172
,0.0596,689.3107584,0.499016762,0.000723936
,0.0598,689.3067652,0.499013871,0.000723936
,0.06,689.4533511,0.49908945,0.000723892
,0.0602,689.6667343,0.498917907,0.000723419
,0.0604,689.8073208,0.499040008,0.000723448
,0.0606,689.3610574,0.498941183,0.000723773
,0.0608,689.9622402,0.499080718,0.000723345
,0.061,689.4072864,0.498923719,0.0007237
,0.0612,689.855797,0.498952806,0.000723271
,0.0614,689.6646603,0.49896735,0.000723493
,0.0616,690.1977891,0.499077827,0.000723094
,0.0618,689.6043602,0.498944074,0.000723522
,0.062,689.9403619,0.498952806,0.000723183
,0.0622,689.5037217,0.498973161,0.00072367
,0.0624,689.8859692,0.498964429,0.000723256
,0.0626,689.646434,0.499045849,0.000723626
,0.0628,690.1095138,0.498932451,0.000722976
,0.063,689.5157183,0.499042928,0.000723759
,0.0632,689.8517589,0.498949885,0.000723271
,0.0634,689.7370495,0.498999327,0.000723463
,0.0636,689.3871362,0.498990595,0.000723818
,0.0638,690.0109286,0.498891741,0.00072302
,0.064,689.8516289,0.499031305,0.000723389
,0.0642,689.6868897,0.498891741,0.00072336
,0.0644,689.9260737,0.499034196,0.000723315
,0.0646,689.7068878,0.49896735,0.000723448
,0.0648,689.5398876,0.499019682,0.0007237
,0.065,689.6142687,0.499022573,0.000723626
,0.0652,689.6424974,0.498981863,0.000723537
,0.0654,689.5640127,0.498976052,0.000723611
,0.0656,689.622438,0.49896735,0.000723537
,0.0658,689.7067403,0.49904874,0.000723567
,0.066,689.5641508,0.498935372,0.000723552
,0.0662,689.9160095,0.499037117,0.00072333
,0.0664,689.6344613,0.498955697,0.000723507
,0.0666,689.9402897,0.498993516,0.000723242
,0.0668,689.8375896,0.49901095,0.000723375
,0.067,689.7832218,0.499022573,0.000723448
,0.0672,689.7370496,0.498978972,0.000723434
,0.0674,690.0551568,0.498923719,0.00072302
,0.0676,689.6866406,0.499034196,0.000723567
,0.0678,689.6586487,0.498932451,0.000723448
,0.068,690.0508735,0.499042928,0.000723197
,0.0682,689.8335521,0.49900803,0.000723375
,0.0684,689.6867332,0.498993516,0.000723507
,0.0686,689.4976753,0.498999327,0.000723714
,0.0688,689.5641508,0.498935372,0.000723552
,0.069,690.0769859,0.499072015,0.000723212
,0.0692,689.7954102,0.49897024,0.00072336
,0.0694,689.8917289,0.499101073,0.000723448
,0.0696,689.8538239,0.498961538,0.000723286
,0.0698,689.8940663,0.498949885,0.000723227
,0.07,690.0147702,0.498976052,0.000723138
,0.0702,690.1637282,0.499002218,0.00072302
,0.0704,690.1696215,0.499077827,0.000723123
,0.0706,689.9584648,0.498955697,0.000723168
,0.0708,689.8515181,0.49909234,0.000723478
,0.071,689.8959718,0.498981863,0.000723271
,0.0712,690.4293632,0.499112695,0.000722902
,0.0714,689.8033249,0.499037117,0.000723448
,0.0716,689.7751301,0.499057472,0.000723507
,0.0718,690.1313441,0.499080718,0.000723168
,0.072,690.2021836,0.498938262,0.000722887
,0.0722,689.903799,0.499109805,0.000723448
,0.0724,690.6596583,0.498973161,0.000722459
,0.0726,689.7509919,0.499040008,0.000723507
,0.0728,690.2442852,0.499019682,0.000722961
,0.073,690.0429864,0.498976052,0.000723109
,0.0732,690.2220705,0.499034196,0.000723005
,0.0734,690.6335305,0.498944074,0.000722444
,0.0736,690.2340517,0.499083638,0.000723064
,0.0738,690.3110214,0.498935372,0.000722769
,0.074,690.2138434,0.499109805,0.000723123
,0.0742,690.4380207,0.498935372,0.000722636
,0.0744,690.8569406,0.499095261,0.000722429
,0.0746,690.3431835,0.498958617,0.000722769
,0.0748,690.8025403,0.499066174,0.000722444
,0.075,690.4699876,0.499019682,0.000722725
,0.0752,690.5932747,0.498935372,0.000722474
,0.0754,690.4858809,0.49909234,0.000722813
,0.0756,690.3128789,0.498987705,0.000722843
,0.0758,690.6089402,0.499069095,0.000722651
,0.076,690.6334015,0.498984784,0.000722503
,0.0762,690.5627339,0.499025494,0.000722636
,0.0764,690.5083867,0.498976052,0.000722621
,0.0766,690.7259636,0.49905166,0.000722503
,0.0768,690.6816239,0.499040008,0.000722533
,0.077,691.1315582,0.49908945,0.000722134
,0.0772,690.5525169,0.49904874,0.00072268
,0.0774,690.5125474,0.498938262,0.000722562
,0.0776,690.9419306,0.499034196,0.000722252
,0.0778,690.7809648,0.498897552,0.000722222
,0.078,690.5263627,0.499040008,0.000722695
,0.0782,690.9602743,0.498996407,0.000722178
,0.0784,691.0310627,0.498976052,0.000722075
,0.0786,690.6551445,0.499112695,0.000722666
,0.0788,690.8091487,0.498917907,0.000722222
,0.079,690.8630811,0.499069095,0.000722385
,0.0792,690.8313374,0.498923719,0.000722208
,0.0794,690.5866097,0.499124348,0.000722754
,0.0796,690.732548,0.498903394,0.000722282
,0.0798,691.071235,0.499025494,0.000722104
,0.08,690.5041082,0.499054551,0.000722739
,0.0802,690.7062803,0.498915017,0.000722326
,0.0804,690.5885992,0.499115616,0.000722739
,0.0806,690.5991959,0.49897024,0.000722518
,0.0808,690.4092861,0.499098182,0.000722902
,0.081,691.0654081,0.49897024,0.00072203
,0.0812,691.0124411,0.499074906,0.000722237
,0.0814,690.7302798,0.498973161,0.000722385
,0.0816,691.1138541,0.498984784,0.000722001
,0.0818,690.8128199,0.499022573,0.00072237
,0.082,690.9359791,0.499019682,0.000722237
,0.0822,690.7480037,0.499098182,0.000722547
,0.0824,690.7628771,0.498894662,0.000722237
,0.0826,690.4617608,0.499074906,0.000722813
,0.0828,690.5788179,0.499037117,0.000722636
,0.083,690.9296872,0.499066174,0.000722311
,0.0832,690.7542337,0.49905166,0.000722474
,0.0834,691.0349986,0.498999327,0.000722104
,0.0836,690.721785,0.49908945,0.000722562
,0.0838,691.1625346,0.498938262,0.000721883
,0.084,691.0144407,0.499066174,0.000722222
,0.0842,690.8472845,0.498976052,0.000722267
,0.0844,690.6048986,0.499066174,0.000722651
,0.0846,690.5427627,0.498949885,0.000722547
,0.0848,690.6837515,0.49901095,0.000722488
,0.085,690.9720614,0.499066174,0.000722267
,0.0852,690.9298817,0.499025494,0.000722252
,0.0854,690.3367229,0.499106884,0.00072299
,0.0856,690.7723154,0.499054551,0.000722459
,0.0858,691.226466,0.499086529,0.00072203
,0.086,690.7707833,0.498941183,0.000722296
,0.0862,690.8833632,0.499042928,0.000722326
,0.0864,690.992504,0.499019682,0.000722178
,0.0866,690.780274,0.499101073,0.000722518
,0.0868,691.4348077,0.499042928,0.00072175
,0.087,691.188341,0.499028385,0.000721986
,0.0872,690.7901698,0.499138862,0.000722562
,0.0874,690.6296577,0.498900473,0.000722385
,0.0876,691.0342543,0.499162138,0.000722341
,0.0878,690.8714641,0.498993516,0.000722267
,0.088,690.9381311,0.49897024,0.000722163
,0.0882,690.5060331,0.499086529,0.000722784
,0.0884,691.1478245,0.499060363,0.000722075
,0.0886,691.1963305,0.499054551,0.000722016
,0.0888,690.7605069,0.498984784,0.00072237
,0.089,690.800403,0.499115616,0.000722518
,0.0892,691.4513449,0.498973161,0.000721632
,0.0894,691.0892217,0.499069095,0.000722149
,0.0896,690.7200088,0.499016762,0.000722459
,0.0898,690.7967733,0.498990595,0.000722341
,0.09,690.9276339,0.499074906,0.000722326
,0.0902,690.9284478,0.498891741,0.00072206
,0.0904,691.0788001,0.49913305,0.000722252
,0.0906,691.2493107,0.498949885,0.000721809
,0.0908,691.1717962,0.499118507,0.000722134
,0.091,690.8898474,0.498935372,0.000722163
,0.0912,691.0345779,0.499080718,0.000722222
,0.0914,691.0430466,0.499005139,0.000722104
,0.0916,691.3929899,0.498920828,0.000721617
,0.0918,691.1698518,0.499106884,0.000722119
,0.092,691.1846261,0.498964429,0.000721897
,0.0922,690.9478735,0.499069095,0.000722296
,0.0924,691.2410191,0.499005139,0.000721897
,0.0926,691.3195004,0.499072015,0.000721912
,0.0928,691.1925611,0.498990595,0.000721927
,0.093,691.3662793,0.499013871,0.000721779
,0.0932,691.2325713,0.499080718,0.000722016
,0.0934,691.0754448,0.498987705,0.000722045
,0.0936,690.974157,0.499057472,0.000722252
,0.0938,691.5747065,0.49897024,0.000721499
,0.094,691.0830097,0.499095261,0.000722193
,0.0942,691.113742,0.499005139,0.00072203
,0.0944,691.4871656,0.499080718,0.00072175
,0.0946,690.9419306,0.499034196,0.000722252
,0.0948,691.3260452,0.498964429,0.00072175
,0.095,691.2409018,0.499025494,0.000721927
,0.0952,691.2999467,0.498935372,0.000721735
,0.0954,691.266932,0.499074906,0.000721971
,0.0956,691.1991742,0.498883039,0.000721765
,0.0958,691.3743978,0.498999327,0.00072175
,0.096,691.1947776,0.498961538,0.000721883
,0.0962,691.4348077,0.499042928,0.00072175
,0.0964,690.8636676,0.49892664,0.000722178
,0.0966,691.5929265,0.498973161,0.000721484
,0.0968,691.2344535,0.499112695,0.00072206
,0.097,691.3508057,0.498859763,0.000721573
,0.0972,691.383901,0.499118507,0.000721912
,0.0974,691.3647824,0.498900473,0.000721617
,0.0976,691.4263265,0.499118507,0.000721868
,0.0978,691.2595828,0.49892664,0.000721765
,0.098,691.5278711,0.499028385,0.000721632
,0.0982,691.2310862,0.49896735,0.000721853
,0.0984,691.3258594,0.499005139,0.000721809
,0.0986,691.445092,0.499019682,0.000721705
,0.0988,691.5403045,0.498976052,0.000721543
,0.099,691.1698518,0.499106884,0.000722119
,0.0992,691.2554184,0.498944074,0.000721794
,0.0994,691.5218122,0.499034196,0.000721646
,0.0996,691.3340971,0.49897024,0.00072175
,0.0998,691.3602914,0.498999327,0.000721765
,0.1,691.071235,0.499025494,0.000722104
,0.1002,691.2736872,0.49892664,0.00072175
,0.1004,691.3414808,0.499118507,0.000721957
,0.1006,691.3626104,0.49892953,0.000721661
,0.1008,691.3297992,0.499028385,0.000721838
,0.101,691.2735057,0.49896735,0.000721809
,0.1012,691.5320476,0.49901095,0.000721602
,0.1014,691.3055265,0.499031305,0.000721868
,0.1016,691.2048324,0.498958617,0.000721868
,0.1018,691.1720693,0.499057472,0.000722045
,0.102,691.4618289,0.498909205,0.000721528
,0.1022,691.0445178,0.499118507,0.000722267
,0.1024,691.2414796,0.498903394,0.00072175
,0.1026,691.2870762,0.49908945,0.000721971
,0.1028,691.1823924,0.499013871,0.000721971
,0.103,691.095657,0.498981863,0.000722016
,0.1032,691.0688621,0.499095261,0.000722208
,0.1034,691.852349,0.498894662,0.0007211
,0.1036,691.7537058,0.499150485,0.000721573
,0.1038,691.3564331,0.498955697,0.000721705
,0.104,691.2308669,0.49900803,0.000721912
,0.1042,691.6131611,0.49896735,0.000721454
,0.1044,691.2390755,0.498993516,0.000721883
,0.1046,691.4428596,0.49904874,0.00072175
,0.1048,691.586602,0.499019682,0.000721558
,0.105,690.8186699,0.499077827,0.000722444
,0.1052,691.4167635,0.499019682,0.000721735
,0.1054,691.1841216,0.499066174,0.000722045
,0.1056,690.7525035,0.498958617,0.000722341
,0.1058,691.1837177,0.499147594,0.000722163
,0.106,691.2245224,0.499074906,0.000722016
,0.1062,691.679715,0.499005139,0.00072144
,0.1064,691.2005511,0.499016762,0.000721957
,0.1066,691.3723483,0.49900803,0.000721765
,0.1068,691.378336,0.499022573,0.000721779
,0.107,691.6695474,0.49900803,0.000721454
,0.1072,691.5922621,0.499095261,0.000721661
,0.1074,691.3828306,0.498923719,0.000721632
,0.1076,691.3659265,0.499074906,0.000721868
,0.1078,691.4249404,0.499005139,0.000721705
,0.108,691.6553733,0.49900803,0.000721469
,0.1082,691.647028,0.499063283,0.000721558
,0.1084,691.7465743,0.498981863,0.000721336
,0.1086,691.7660291,0.499118507,0.000721513
,0.1088,691.443055,0.49900803,0.000721691
,0.109,691.4345435,0.499103993,0.000721838
,0.1092,691.7369256,0.498903394,0.000721233
,0.1094,691.4348077,0.499042928,0.00072175
,0.1096,691.5804856,0.499025494,0.000721573
,0.1098,691.8919477,0.499045849,0.000721277
,0.11,693.9367433,1.433862925,0.002066273
2,0.1102,660.5680757,4.916957378,0.007443529
,0.1104,639.121241,4.999520302,0.007822491
,0.1106,625.7305064,4.99761343,0.007986846
,0.1108,615.2388605,4.997610569,0.008123041
,0.111,606.567291,4.997627735,0.008239198
,0.1112,598.9332415,4.997639656,0.008344235
,0.1114,592.23354,4.997741222,0.008438801
,0.1116,586.0404926,4.997601986,0.008527742
,0.1118,580.4994932,4.997831345,0.008609536
,0.112,575.6291926,4.997729778,0.008682203
,0.1122,570.7332898,4.997750282,0.008756718
,0.1124,566.1798922,4.997683048,0.008827023
,0.1126,561.9084316,4.997857571,0.008894434
,0.1128,558.0431109,4.997799397,0.008955938
,0.113,554.5038293,4.99778223,0.009013071
,0.1132,550.991283,4.99778223,0.009070529
,0.1134,547.5816875,4.997744083,0.009126938
,0.1136,544.4019265,4.997840405,0.009180424
,0.1138,541.5369592,4.997744083,0.009228814
,0.114,538.7120629,4.997933388,0.00927756
,0.1142,535.8718097,4.997767448,0.009326424
,0.1144,533.2796944,4.997910023,0.009372024
,0.1146,530.7305279,4.997930527,0.009417078
,0.1148,528.2605291,4.997831345,0.009460921
,0.115,525.94072,4.99785471,0.009502696
,0.1152,523.7296514,4.997825623,0.009542759
,0.1154,521.4899923,4.997846127,0.009583781
,0.1156,519.334938,4.997776031,0.009623416
,0.1158,517.3209002,4.997904301,0.00966113
,0.116,515.3275835,4.997869015,0.009698431
,0.1162,513.3957395,4.997889519,0.009734965
,0.1164,511.5027682,4.997936249,0.009771083
,0.1166,509.5682072,4.997822762,0.009807956
,0.1168,507.6254938,4.998011589,0.009845864
,0.117,505.7577282,4.997851849,0.009881909
